unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,bridge_highway_name,bridge_highway_segment,closed_date,Processing_time,resolution_description,resolution_action_updated_date,bridge_highway_direction,facility_type,road_ramp,taxi_pick_up_location,vehicle_type,taxi_company_borough
52579453,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10310,300 BROADWAY,BROADWAY,SOCIAL ACTIVIST CHARLES SMITH WY,BRITTON STREET,SOCIAL ACTIVIST CHARLES SMITH WY,BRITTON STREET,ADDRESS,STATEN ISLAND,BROADWAY,Closed,01 STATEN ISLAND,5002060020,STATEN ISLAND,951744,170327,ONLINE,Unspecified,STATEN ISLAND,40.63412519,-74.11711564,"{'latitude': '40.63412519473508', 'longitude': '-74.11711564174772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10697,4,1,13,74,,,"Sunday, November 21, 2021",22.3,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T00:40:26.000,,,,,,
52580885,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,176 ELDRIDGE STREET,ELDRIDGE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,03 MANHATTAN,1004150012,MANHATTAN,986921,202035,ONLINE,Unspecified,MANHATTAN,40.72121572,-73.9903641,"{'latitude': '40.72121572034141', 'longitude': '-73.99036410021381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723,70,4,32,2,,,"Sunday, November 21, 2021",24.95,The Police Department issued a summons in response to the complaint.,2021-11-21T00:43:06.000,,,,,,
52580722,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,97-27 CORONA AVENUE,CORONA AVENUE,ALSTYNE AVENUE,46 AVENUE,ALSTYNE AVENUE,46 AVENUE,ADDRESS,CORONA,CORONA AVENUE,In Progress,04 QUEENS,4016220020,QUEENS,1021381,210150,ONLINE,Unspecified,QUEENS,40.74341186,-73.86600152,"{'latitude': '40.74341185566688', 'longitude': '-73.86600152242424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,66,3,21,68,,,,,,,,,,,,
52580649,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,532 WEST  114 STREET,WEST  114 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  114 STREET,Closed,09 MANHATTAN,1018850049,MANHATTAN,994345,232979,MOBILE,Unspecified,MANHATTAN,40.80614365,-73.96353481,"{'latitude': '40.806143651676344', 'longitude': '-73.96353480815131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12422,37,4,23,17,,,"Sunday, November 21, 2021",40.05,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:57:40.000,,,,,,
52575809,"Sunday, November 21, 2021",DOHMH,Department of Health and Mental Hygiene,Vaccine Mandate Non-Compliance,Customer Proof of Vaccination Not Checked,Store/Commercial,10019,738 10 AVENUE,10 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,10 AVENUE,In Progress,04 MANHATTAN,1010600003,MANHATTAN,986572,217950,ONLINE,Unspecified,MANHATTAN,40.76489852,-73.99161766,"{'latitude': '40.764898520094874', 'longitude': '-73.9916176584863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12081,12,4,10,10,,,,,,,,,,,,
52578562,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,COYLE STREET,COYLE STREET,COYLE STREET,EMMONS AVENUE,COYLE STREET,EMMONS AVENUE,INTERSECTION,,,Closed,15 BROOKLYN,,BROOKLYN,1002592,152074,ONLINE,Unspecified,BROOKLYN,40.58406512,-73.93396528,"{'latitude': '40.58406512308079', 'longitude': '-73.93396528425252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13826,32,2,15,36,,,"Sunday, November 21, 2021",15.11666667,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:32:32.000,,,,,,
52578671,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11105,21-41 28 STREET,28 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,28 STREET,Closed,01 QUEENS,4008470118,QUEENS,1008777,222763,ONLINE,Unspecified,QUEENS,40.77807522,-73.91144082,"{'latitude': '40.778075224182686', 'longitude': '-73.91144082336866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16862,39,3,4,72,,,"Sunday, November 21, 2021",80.6,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:37:44.000,,,,,,
52575359,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1030 REV JAMES A POLITE AVENUE,REV JAMES A POLITE AVENUE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,REV JAMES A POLITE AVENUE,Closed,02 BRONX,2026910147,BRONX,1012244,239617,MOBILE,Unspecified,BRONX,40.82432451,-73.89885233,"{'latitude': '40.8243245108279', 'longitude': '-73.89885233427013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,8,5,43,24,,,"Sunday, November 21, 2021",62.01666666,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:19:03.000,,,,,,
52574498,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,165 EAST  116 STREET,EAST  116 STREET,VITO MARCANTONIO LUCKY CORNER,3 AVENUE,VITO MARCANTONIO LUCKY CORNER,3 AVENUE,ADDRESS,NEW YORK,EAST  116 STREET,Closed,11 MANHATTAN,1016440028,MANHATTAN,1000603,230140,ONLINE,Unspecified,MANHATTAN,40.79834201,-73.94093656,"{'latitude': '40.798342009894625', 'longitude': '-73.94093656031004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426,7,4,35,16,,,"Sunday, November 21, 2021",23.36666666,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:40:21.000,,,,,,
52576887,"Sunday, November 21, 2021",NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10023,211 WEST   71 STREET,WEST   71 STREET,AMSTERDAM AVENUE,WEST END AVENUE,AMSTERDAM AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,WEST   71 STREET,Closed,07 MANHATTAN,1011637501,MANHATTAN,989009,222806,ONLINE,Unspecified,MANHATTAN,40.778226,-73.98281673,"{'latitude': '40.77822599640006', 'longitude': '-73.98281673230463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12420,20,4,19,12,,,"Sunday, November 21, 2021",38.03333333,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T00:54:59.000,,,,,,
52577908,"Sunday, November 21, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,107-55 130 STREET,130 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,SOUTH RICHMOND HILL,130 STREET,In Progress,10 QUEENS,4096100048,QUEENS,1035951,188734,MOBILE,Unspecified,QUEENS,40.68455701,-73.81358586,"{'latitude': '40.684557005744054', 'longitude': '-73.81358586498288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24016,62,3,46,64,,,,,,,,,,,,
52580608,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2353 CROTONA AVENUE,CROTONA AVENUE,EAST  183 STREET,EAST  187 STREET,EAST  183 STREET,EAST  187 STREET,ADDRESS,BRONX,CROTONA AVENUE,In Progress,06 BRONX,2031030038,BRONX,1016486,250521,ONLINE,Unspecified,BRONX,40.85423833,-73.88347279,"{'latitude': '40.8542383303321', 'longitude': '-73.88347278548765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,35,5,22,31,,,,,,,,,,,,
52572722,"Sunday, November 21, 2021",DCA,Department of Consumer Affairs,Consumer Complaint,Mobile Food Vendor,Business,10036,FATHER DUFFY SQUARE,FATHER DUFFY SQUARE,WEST   46 STREET,WEST   47 STREET BIKE PATH,WEST   46 STREET,WEST   47 STREET BIKE PATH,UNRECOGNIZED,NEW YORK,FATHER DUFFY SQUARE,In Progress,05 MANHATTAN,1010180065,MANHATTAN,988400,215790,ONLINE,Unspecified,MANHATTAN,40.75896921,-73.98501997,"{'latitude': '40.758969206363254', 'longitude': '-73.98501997383237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13094,11,4,51,10,,,,,,,,,,,,
52577012,"Sunday, November 21, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11231,392 SACKETT STREET,SACKETT STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,ADDRESS,BROOKLYN,SACKETT STREET,Closed,06 BROOKLYN,3004290022,BROOKLYN,986344,187698,ONLINE,Unspecified,BROOKLYN,40.68186417,-73.99245014,"{'latitude': '40.68186416959265', 'longitude': '-73.99245014328774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13514,14,2,27,48,,,"Sunday, November 21, 2021",25.08333334,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:41:14.000,,,,,,
52573213,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10011,569 WEST   18 STREET,WEST   18 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   18 STREET,Closed,04 MANHATTAN,,MANHATTAN,982114,210777,ONLINE,Unspecified,MANHATTAN,40.74521051,-74.00770861,"{'latitude': '40.74521050641161', 'longitude': '-74.00770860909142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12074,12,4,10,6,,,"Sunday, November 21, 2021",62.2,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:18:20.000,,,,,,
52577599,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1018 EAST  163 STREET,EAST  163 STREET,SIMPSON STREET,HUNTS POINT AVENUE,SIMPSON STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,EAST  163 STREET,Closed,02 BRONX,2027230040,BRONX,1014028,238397,MOBILE,Unspecified,BRONX,40.82097012,-73.89241182,"{'latitude': '40.820970124589884', 'longitude': '-73.8924118220942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,8,5,43,24,,,"Sunday, November 21, 2021",61.85,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-11-21T01:18:00.000,,,,,,
52575404,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11414,149-21 79 STREET,79 STREET,149 AVENUE,151 AVENUE,149 AVENUE,151 AVENUE,ADDRESS,HOWARD BEACH,79 STREET,Closed,10 QUEENS,4114110048,QUEENS,1024261,182855,ONLINE,Unspecified,QUEENS,40.66848106,-73.85577037,"{'latitude': '40.66848106207881', 'longitude': '-73.85577037163179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15314,62,3,41,64,,,"Sunday, November 21, 2021",36.18333334,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:52:18.000,,,,,,
52577509,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,358 WEIRFIELD STREET,WEIRFIELD STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,WEIRFIELD STREET,Closed,04 BROOKLYN,3034070015,BROOKLYN,1010083,192656,ONLINE,Unspecified,BROOKLYN,40.69543528,-73.90684089,"{'latitude': '40.69543528438888', 'longitude': '-73.90684088619672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,37,53,,,"Sunday, November 21, 2021",59.18333334,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:15:15.000,,,,,,
52580058,"Sunday, November 21, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,33-11 105 STREET,105 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,CORONA,105 STREET,In Progress,03 QUEENS,4017200001,QUEENS,1022029,215227,PHONE,Unspecified,QUEENS,40.75734418,-73.8636345,"{'latitude': '40.75734417748634', 'longitude': '-73.86363449931625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,65,3,21,73,,,,,,,,,,,,
52572837,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,117-35 235 STREET,235 STREET,CROSS ISLAND PARKWAY,118 AVENUE,CROSS ISLAND PARKWAY,118 AVENUE,ADDRESS,CAMBRIA HEIGHTS,235 STREET,In Progress,13 QUEENS,4127520106,QUEENS,1059821,190875,MOBILE,Unspecified,QUEENS,40.69026192,-73.72749618,"{'latitude': '40.69026191844277', 'longitude': '-73.72749617976538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15311,63,3,6,63,,,,,,,,,,,,
52577373,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,1409 WEST    9 STREET,WEST    9 STREET,BAY PARKWAY,AVENUE O,BAY PARKWAY,AVENUE O,ADDRESS,BROOKLYN,WEST    9 STREET,Closed,11 BROOKLYN,3065760072,BROOKLYN,988893,162116,MOBILE,Unspecified,BROOKLYN,40.61164614,-73.98327741,"{'latitude': '40.61164614358069', 'longitude': '-73.98327740532852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867,1,2,18,37,,,"Sunday, November 21, 2021",78.41666667,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:32:50.000,,,,,,
52580214,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11207,130 MOFFAT STREET,MOFFAT STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,MOFFAT STREET,Closed,04 BROOKLYN,3034460013,BROOKLYN,1009923,189396,ONLINE,Unspecified,BROOKLYN,40.68648781,-73.9074303,"{'latitude': '40.68648780650019', 'longitude': '-73.90743030225995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,42,2,37,53,,,"Sunday, November 21, 2021",7.433333332,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T00:21:37.000,,,,,,
52575291,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,19 CORNELIA STREET,CORNELIA STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,CORNELIA STREET,In Progress,04 BROOKLYN,3033730053,BROOKLYN,1007056,189912,ONLINE,Unspecified,BROOKLYN,40.68791196,-73.91776615,"{'latitude': '40.68791195921126', 'longitude': '-73.91776615379065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,42,2,30,53,,,,,,,,,,,,
52580650,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,911 EAST  165 STREET,EAST  165 STREET,ROGERS PLACE,INTERVALE AVENUE,ROGERS PLACE,INTERVALE AVENUE,ADDRESS,BRONX,EAST  165 STREET,Closed,02 BRONX,2027000001,BRONX,1012791,239439,MOBILE,Unspecified,BRONX,40.8238342,-73.89687668,"{'latitude': '40.82383420113767', 'longitude': '-73.89687667780458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,8,5,43,24,,,"Sunday, November 21, 2021",65.8,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:19:32.000,,,,,,
52574412,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,1546 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  187 STREET,WEST  188 STREET,WEST  187 STREET,WEST  188 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,12 MANHATTAN,1021580001,MANHATTAN,1003388,250159,ONLINE,Unspecified,MANHATTAN,40.85328286,-73.93082065,"{'latitude': '40.85328285581312', 'longitude': '-73.93082065487319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13098,47,4,39,22,,,"Sunday, November 21, 2021",36.15000001,The Police Department reviewed your complaint and provided additional information below.,2021-11-21T00:49:51.000,,,,,,
52577284,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10453,2185 GRAND CONCOURSE,GRAND CONCOURSE,ANTHONY AVENUE,EAST  182 STREET,ANTHONY AVENUE,EAST  182 STREET,ADDRESS,BRONX,GRAND CONCOURSE,In Progress,05 BRONX,2031620034,BRONX,1011581,250961,ONLINE,Unspecified,BRONX,40.85546254,-73.90120165,"{'latitude': '40.85546254483848', 'longitude': '-73.90120164858604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,6,5,29,29,,,,,,,,,,,,
52573153,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10037,2120 MADISON AVENUE,MADISON AVENUE,EAST  132 STREET,DR JOHN L S HOLLOMAN WAY,EAST  132 STREET,DR JOHN L S HOLLOMAN WAY,ADDRESS,NEW YORK,MADISON AVENUE,Closed,11 MANHATTAN,1017570001,MANHATTAN,1001870,234994,ONLINE,Unspecified,MANHATTAN,40.81166246,-73.9363477,"{'latitude': '40.811662464693505', 'longitude': '-73.93634769722227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13095,7,4,36,16,,,"Sunday, November 21, 2021",64.06666667,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:17:30.000,,,,,,
52579027,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,125 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,AUBURN PLACE,NORTH OXFORD WALK,AUBURN PLACE,NORTH OXFORD WALK,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,Closed,02 BROOKLYN,3020410001,BROOKLYN,990907,192190,PHONE,Unspecified,BROOKLYN,40.69419142,-73.97599394,"{'latitude': '40.694191422555015', 'longitude': '-73.97599394024137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,68,2,48,55,,,"Sunday, November 21, 2021",95.29999999,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:48:42.000,,,,,,
52580621,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,559 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,GRAND STREET,Closed,01 BROOKLYN,3027790030,BROOKLYN,998298,198366,ONLINE,Unspecified,BROOKLYN,40.71113444,-73.9493281,"{'latitude': '40.71113444488521', 'longitude': '-73.94932809639236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,36,2,30,56,,,"Sunday, November 21, 2021",98.13333334,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:51:24.000,,,,,,
52577428,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,211 WEST   71 STREET,WEST   71 STREET,AMSTERDAM AVENUE,WEST END AVENUE,AMSTERDAM AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,WEST   71 STREET,Closed,07 MANHATTAN,1011637501,MANHATTAN,989009,222806,ONLINE,Unspecified,MANHATTAN,40.778226,-73.98281673,"{'latitude': '40.77822599640006', 'longitude': '-73.98281673230463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12420,20,4,19,12,,,"Sunday, November 21, 2021",41.33333334,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T00:54:29.000,,,,,,
52576339,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11233,1719 STERLING PLACE,STERLING PLACE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,16 BROOKLYN,3014660067,BROOKLYN,1006165,183728,ONLINE,Unspecified,BROOKLYN,40.67094054,-73.92099903,"{'latitude': '40.6709405384988', 'longitude': '-73.92099902873424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13516,55,2,17,46,,,"Sunday, November 21, 2021",30.8,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T00:43:31.000,,,,,,
52579642,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2337 BEAUMONT AVENUE,BEAUMONT AVENUE,EAST  183 STREET,EAST  187 STREET,EAST  183 STREET,EAST  187 STREET,ADDRESS,BRONX,BEAUMONT AVENUE,In Progress,06 BRONX,2030890047,BRONX,1016135,250292,ONLINE,Unspecified,BRONX,40.85361107,-73.88474267,"{'latitude': '40.85361106864567', 'longitude': '-73.88474267367572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,35,5,22,31,,,,,,,,,,,,
52580800,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1083 LONGFELLOW AVENUE,LONGFELLOW AVENUE,EAST  165 STREET,LOWELL STREET,EAST  165 STREET,LOWELL STREET,ADDRESS,BRONX,LONGFELLOW AVENUE,Closed,02 BRONX,2027570024,BRONX,1015294,240146,ONLINE,Unspecified,BRONX,40.82576627,-73.88782967,"{'latitude': '40.8257662713477', 'longitude': '-73.88782966595178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,8,5,43,24,,,"Sunday, November 21, 2021",67.53333333,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:20:09.000,,,,,,
52577378,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11374,99-60 64 AVENUE,64 AVENUE,99 STREET,102 STREET,99 STREET,102 STREET,ADDRESS,REGO PARK,64 AVENUE,Closed,06 QUEENS,4021130034,QUEENS,1024582,205808,ONLINE,Unspecified,QUEENS,40.73148014,-73.85447579,"{'latitude': '40.73148013724619', 'longitude': '-73.85447579468054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14785,40,3,28,70,,,"Sunday, November 21, 2021",41.91666667,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-11-21T00:54:23.000,,,,,,
52575475,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,4278 3 AVENUE,3 AVENUE,EAST  178 STREET,EAST  179 STREET,EAST  178 STREET,EAST  179 STREET,ADDRESS,BRONX,3 AVENUE,In Progress,06 BRONX,2030610005,BRONX,1013208,248360,ONLINE,Unspecified,BRONX,40.84831839,-73.89533147,"{'latitude': '40.84831839029192', 'longitude': '-73.8953314749936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,22,31,,,,,,,,,,,,
52577021,"Sunday, November 21, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,46-07 47 AVENUE,47 AVENUE,46 STREET,47 STREET,46 STREET,47 STREET,ADDRESS,WOODSIDE,47 AVENUE,Closed,02 QUEENS,4001530003,QUEENS,1006719,209305,PHONE,Unspecified,QUEENS,40.74114195,-73.91891658,"{'latitude': '40.7411419489507', 'longitude': '-73.91891657988741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14787,53,3,33,66,,,"Sunday, November 21, 2021",69.93333334,The Police Department issued a summons in response to the complaint.,2021-11-21T01:22:23.000,,,,,,
52575453,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,233 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,SANDS STREET,In Progress,02 BROOKLYN,3000710001,BROOKLYN,989954,194191,ONLINE,Unspecified,BROOKLYN,40.69968437,-73.97942889,"{'latitude': '40.69968436751434', 'longitude': '-73.97942889492973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,68,2,38,55,,,,,,,,,,,,
52576027,"Sunday, November 21, 2021",NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,Unspecified QUEENS,,QUEENS,1035029,195293,MOBILE,Unspecified,QUEENS,40.70256524,-73.81686079,"{'latitude': '40.70256524090623', 'longitude': '-73.81686079306591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24014,46,3,28,60,E,Other,"Sunday, November 21, 2021",55.20000001,The Police Department visited the location and no Encampment was found.,2021-11-21T01:07:35.000,,,,,,
52575576,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,265 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,10 MANHATTAN,1018300011,MANHATTAN,996213,231952,MOBILE,Unspecified,MANHATTAN,40.80332249,-73.95678904,"{'latitude': '40.80332248776049', 'longitude': '-73.95678904346106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423,18,4,36,18,,,"Sunday, November 21, 2021",36.01666666,The Police Department reviewed your complaint and provided additional information below.,2021-11-21T00:48:23.000,,,,,,
